"category"	"over_represented_pvalue"	"under_represented_pvalue"	"numDEInCat"	"numInCat"	"term"	"ontology"
"GO:0010248"	0.0392578296053374	0.998306543689035	2	3	"establishment or maintenance of transmembrane electrochemical gradient"	"BP"
"GO:0097296"	0.0393110389080262	0.99830294382348	2	3	"activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway"	"BP"
"GO:1902226"	0.0393144372078567	0.998302713813846	2	3	"regulation of macrophage colony-stimulating factor signaling pathway"	"BP"
"GO:1903969"	0.0393144372078567	0.998302713813846	2	3	"regulation of response to macrophage colony-stimulating factor"	"BP"
"GO:1903972"	0.0393144372078567	0.998302713813846	2	3	"regulation of cellular response to macrophage colony-stimulating factor stimulus"	"BP"
"GO:0034250"	0.0394076169273409	0.980504446054704	15	75	"positive regulation of cellular amide metabolic process"	"BP"
"GO:0010986"	0.0394710856579191	0.998292098458049	2	3	"positive regulation of lipoprotein particle clearance"	"BP"
"GO:0034988"	0.0394763950773203	0.998291738223815	2	3	"Fc-gamma receptor I complex binding"	"MF"
"GO:0003735"	0.0394931957711127	0.978368744104483	19	125	"structural constituent of ribosome"	"MF"
"GO:0001967"	0.0396195258592694	0.9925157018224	4	11	"suckling behavior"	"BP"
"GO:0046579"	0.039625087737601	0.987190273698401	7	26	"positive regulation of Ras protein signal transduction"	"BP"
"GO:0045907"	0.0396825471074695	0.987167559250225	7	26	"positive regulation of vasoconstriction"	"BP"
"GO:2000348"	0.0398448653810514	0.998266667994256	2	3	"regulation of CD40 signaling pathway"	"BP"
"GO:0032799"	0.0398751120726099	0.992451434511566	4	11	"low-density lipoprotein receptor particle metabolic process"	"BP"
"GO:0010760"	0.0399266354790009	0.998261085721027	2	3	"negative regulation of macrophage chemotaxis"	"BP"
"GO:0090183"	0.0399337534977853	0.984711789102721	9	37	"regulation of kidney development"	"BP"
"GO:0051043"	0.0399933842872545	0.990246367744325	5	16	"regulation of membrane protein ectodomain proteolysis"	"BP"
"GO:0045056"	0.039996777459063	0.992420790494183	4	11	"transcytosis"	"BP"
"GO:0031649"	0.0400026311890605	0.990243479821424	5	16	"heat generation"	"BP"
"GO:0003417"	0.0400083265414794	0.992417879899297	4	11	"growth plate cartilage development"	"BP"
"GO:0055088"	0.0400481012062259	0.977892709573693	20	107	"lipid homeostasis"	"BP"
"GO:0002455"	0.0400768438946052	0.984597590943951	9	38	"humoral immune response mediated by circulating immunoglobulin"	"BP"
"GO:0060766"	0.0401613392005407	0.992379289718311	4	11	"negative regulation of androgen receptor signaling pathway"	"BP"
"GO:0030299"	0.0401798742763663	0.994899595565167	3	7	"intestinal cholesterol absorption"	"BP"
"GO:0070371"	0.0401819684137419	0.974974771460578	30	172	"ERK1 and ERK2 cascade"	"BP"
"GO:0043242"	0.0402376204173884	0.982730636629843	11	49	"negative regulation of protein complex disassembly"	"BP"
"GO:0006553"	0.0402936999819088	0.998235943292139	2	3	"lysine metabolic process"	"BP"
"GO:0006817"	0.0403388181714845	0.992334463955748	4	11	"phosphate ion transport"	"BP"
"GO:0051234"	0.0403789641805827	0.964592059897449	429	3216	"establishment of localization"	"BP"
"GO:0060670"	0.0404237162867639	0.992312996603012	4	11	"branching involved in labyrinthine layer morphogenesis"	"BP"
"GO:0006873"	0.040484488983238	0.971396329712562	53	336	"cellular ion homeostasis"	"BP"
"GO:0021700"	0.0404990941542559	0.974549207063123	31	178	"developmental maturation"	"BP"
"GO:0070995"	0.0406122746997534	0.994822084965741	3	7	"NADPH oxidation"	"BP"
"GO:0003810"	0.0406259264066751	0.998213069329806	2	3	"protein-glutamine gamma-glutamyltransferase activity"	"MF"
"GO:0061005"	0.0407248322155221	0.986754153098894	7	26	"cell differentiation involved in kidney development"	"BP"
"GO:2000680"	0.0407477104646708	0.998204656456537	2	3	"regulation of rubidium ion transport"	"BP"
"GO:0048087"	0.0408199513914421	0.994784729906897	3	7	"positive regulation of developmental pigmentation"	"BP"
"GO:0061615"	0.0408566885475798	0.992203267433026	4	11	"glycolytic process through fructose-6-phosphate"	"BP"
"GO:0004457"	0.0409713991455872	0.998189164949802	2	3	"lactate dehydrogenase activity"	"MF"
"GO:0044130"	0.0409913519848311	0.992169055148151	4	11	"negative regulation of growth of symbiont in host"	"BP"
"GO:0044146"	0.0409913519848311	0.992169055148151	4	11	"negative regulation of growth of symbiont involved in interaction with host"	"BP"
"GO:0038034"	0.0410582957864074	0.980806040631341	13	62	"signal transduction in absence of ligand"	"BP"
"GO:0097192"	0.0410582957864074	0.980806040631341	13	62	"extrinsic apoptotic signaling pathway in absence of ligand"	"BP"
"GO:0009607"	0.0411586483984559	0.968870489375564	80	540	"response to biotic stimulus"	"BP"
"GO:0019400"	0.041165036421327	0.989878846820569	5	16	"alditol metabolic process"	"BP"
"GO:0003986"	0.0411663988322211	0.998175619106167	2	3	"acetyl-CoA hydrolase activity"	"MF"
"GO:0004731"	0.0411706181574243	0.998175325583031	2	3	"purine-nucleoside phosphorylase activity"	"MF"
"GO:0019401"	0.0412026367874866	0.998173097578799	2	3	"alditol biosynthetic process"	"BP"
"GO:0004033"	0.0413749090203844	0.985090766927267	8	33	"aldo-keto reductase (NADP) activity"	"MF"
"00100"	0.0414339827574248	0.9897940324456	5	16	"Steroid biosynthesis"	"KEGG"
"GO:0060541"	0.0414772017841768	0.974092962114848	30	172	"respiratory system development"	"BP"
"GO:0051988"	0.0417012105938304	0.991988053191184	4	11	"regulation of attachment of spindle microtubules to kinetochore"	"BP"
"GO:0030800"	0.0417375855890916	0.987869343125894	6	21	"negative regulation of cyclic nucleotide metabolic process"	"BP"
"GO:0071248"	0.0417512536350843	0.979765877273797	14	69	"cellular response to metal ion"	"BP"
"GO:1901894"	0.0421236945128479	0.998108565038641	2	3	"regulation of calcium-transporting ATPase activity"	"BP"
"GO:0048745"	0.0421858615291017	0.987706469316781	6	21	"smooth muscle tissue development"	"BP"
"GO:0032717"	0.0421945819140789	0.991861604985795	4	11	"negative regulation of interleukin-8 production"	"BP"
"GO:0060143"	0.0422549497844917	0.989534100923135	5	16	"positive regulation of syncytium formation by plasma membrane fusion"	"BP"
"GO:0032430"	0.0422629903657787	0.99809873146163	2	3	"positive regulation of phospholipase A2 activity"	"BP"
"GO:0039534"	0.0422875186236943	0.998096997883163	2	3	"negative regulation of MDA-5 signaling pathway"	"BP"
"GO:0018958"	0.042337063872722	0.980837385277475	12	56	"phenol-containing compound metabolic process"	"BP"
"GO:0003382"	0.0426337951043804	0.982394228687183	10	44	"epithelial cell morphogenesis"	"BP"
"GO:0045603"	0.0426412873477954	0.99174666251364	4	11	"positive regulation of endothelial cell differentiation"	"BP"
"GO:0003206"	0.0426414646283388	0.978146313987731	16	80	"cardiac chamber morphogenesis"	"BP"
"GO:0071219"	0.0427229044111965	0.97622624059501	20	108	"cellular response to molecule of bacterial origin"	"BP"
"GO:0071837"	0.0428072376888222	0.991703852039691	4	11	"HMG box domain binding"	"MF"
"GO:0036119"	0.0428407741725582	0.991695193390951	4	11	"response to platelet-derived growth factor"	"BP"
"GO:0004467"	0.0428528302249109	0.991692080097566	4	11	"long-chain fatty acid-CoA ligase activity"	"MF"
"GO:0046323"	0.0428893860631877	0.979157259115634	14	68	"glucose import"	"BP"
"GO:2001027"	0.042901508426115	0.998053407458085	2	3	"negative regulation of endothelial cell chemotaxis"	"BP"
"GO:0035788"	0.0429518901002438	0.998049813920223	2	3	"cell migration involved in metanephros development"	"BP"
"GO:0035789"	0.0429518901002438	0.998049813920223	2	3	"metanephric mesenchymal cell migration"	"BP"
"GO:0035793"	0.0429518901002438	0.998049813920223	2	3	"positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway"	"BP"
"GO:1900238"	0.0429518901002438	0.998049813920223	2	3	"regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway"	"BP"
"GO:2000589"	0.0429518901002438	0.998049813920223	2	3	"regulation of metanephric mesenchymal cell migration"	"BP"
"GO:2000591"	0.0429518901002438	0.998049813920223	2	3	"positive regulation of metanephric mesenchymal cell migration"	"BP"
"GO:0045742"	0.0429835338873487	0.989302126530253	5	16	"positive regulation of epidermal growth factor receptor signaling pathway"	"BP"
"GO:0010038"	0.043170368748438	0.973397283893359	28	162	"response to metal ion"	"BP"
"00130"	0.0432156887133209	0.994347882241736	3	7	"Ubiquinone and other terpenoid-quinone biosynthesis"	"KEGG"
"GO:0044247"	0.043282595948197	0.989206558892704	5	16	"cellular polysaccharide catabolic process"	"BP"
"GO:0051953"	0.0434284458266001	0.989159878089417	5	16	"negative regulation of amine transport"	"BP"
"GO:0016878"	0.0434869640393283	0.987231095987099	6	21	"acid-thiol ligase activity"	"MF"
"GO:0035418"	0.0435100714645636	0.98913373200286	5	16	"protein localization to synapse"	"BP"
"GO:0071772"	0.0435103055788097	0.976631460091957	18	93	"response to BMP"	"BP"
"GO:0071773"	0.0435103055788097	0.976631460091957	18	93	"cellular response to BMP stimulus"	"BP"
"GO:0016647"	0.0435275496954423	0.998008575260748	2	3	"oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor"	"MF"
"GO:0042271"	0.04354965040603	0.998006985475216	2	3	"susceptibility to natural killer cell mediated cytotoxicity"	"BP"
"GO:0001818"	0.0435619485596672	0.973969999663102	25	141	"negative regulation of cytokine production"	"BP"
"GO:0070327"	0.0436136514191938	0.994274271619576	3	7	"thyroid hormone transport"	"BP"
"GO:2001286"	0.0436147937702426	0.998002296658695	2	3	"regulation of caveolin-mediated endocytosis"	"BP"
"GO:0022414"	0.0436165570580055	0.965973353662427	99	670	"reproductive process"	"BP"
"GO:0004062"	0.0436285520682137	0.998001305841813	2	3	"aryl sulfotransferase activity"	"MF"
"GO:1901317"	0.0436758260876176	0.997997899930467	2	3	"regulation of sperm motility"	"BP"
"GO:0032849"	0.0437129699597199	0.997995222305717	2	3	"positive regulation of cellular pH reduction"	"BP"
"GO:0055090"	0.0438890914844357	0.985322405311231	7	28	"acylglycerol homeostasis"	"BP"
"GO:0070328"	0.0438890914844357	0.985322405311231	7	28	"triglyceride homeostasis"	"BP"
"GO:0050768"	0.043971962092674	0.972379682776306	30	173	"negative regulation of neurogenesis"	"BP"
"GO:0072576"	0.0440659766208746	0.988955267855981	5	16	"liver morphogenesis"	"BP"
"GO:0006812"	0.0440967022570887	0.9659905718649	90	609	"cation transport"	"BP"
"GO:0071621"	0.044113309647405	0.979813455274851	12	59	"granulocyte chemotaxis"	"BP"
"GO:0043405"	0.0441160306610953	0.971618683298642	33	193	"regulation of MAP kinase activity"	"BP"
"GO:0004553"	0.0441799353905664	0.973590316108409	25	138	"hydrolase activity, hydrolyzing O-glycosyl compounds"	"MF"
"GO:0004634"	0.0441996644015123	0.99796001152025	2	3	"phosphopyruvate hydratase activity"	"MF"
"GO:0060681"	0.0442207893497061	0.997958477902888	2	3	"branch elongation involved in ureteric bud branching"	"BP"
"GO:0043255"	0.0442759114500714	0.97776371118765	15	74	"regulation of carbohydrate biosynthetic process"	"BP"
"GO:0019321"	0.0443380936331	0.99413951783705	3	7	"pentose metabolic process"	"BP"
"GO:0051223"	0.0443776742500427	0.966079345420897	84	563	"regulation of protein transport"	"BP"
"GO:0032147"	0.0443969533086441	0.971636414383146	32	186	"activation of protein kinase activity"	"BP"
"GO:1901575"	0.0445161904675733	0.963077853257474	176	1255	"organic substance catabolic process"	"BP"
"GO:0090269"	0.0445879204079661	0.997931754906313	2	3	"fibroblast growth factor production"	"BP"
"GO:0090270"	0.0445879204079661	0.997931754906313	2	3	"regulation of fibroblast growth factor production"	"BP"
"GO:0072537"	0.0447284149502418	0.9979214933979	2	3	"fibroblast activation"	"BP"
"GO:0006106"	0.0448634920050279	0.997911609284982	2	3	"fumarate metabolic process"	"BP"
"GO:0009826"	0.0448988656572672	0.997909017896871	2	3	"unidimensional cell growth"	"BP"
"GO:0004175"	0.0449058221600671	0.969023306596735	45	279	"endopeptidase activity"	"MF"
"GO:0004720"	0.0449737947292928	0.997903524718492	2	3	"protein-lysine 6-oxidase activity"	"MF"
"GO:0004367"	0.0450328472516454	0.99789919159576	2	3	"glycerol-3-phosphate dehydrogenase [NAD+] activity"	"MF"
"GO:0032741"	0.0450445668580609	0.997898331234319	2	3	"positive regulation of interleukin-18 production"	"BP"
"GO:0070295"	0.0450751351717872	0.997896086515054	2	3	"renal water absorption"	"BP"
"GO:0045786"	0.0450897324436748	0.968748980486429	46	287	"negative regulation of cell cycle"	"BP"
"GO:0030802"	0.0451218387783534	0.978576103418812	13	63	"regulation of cyclic nucleotide biosynthetic process"	"BP"
"GO:0071277"	0.0452150628146552	0.983407671198898	8	33	"cellular response to calcium ion"	"BP"
"GO:0004616"	0.0452281262691058	0.997884838174996	2	3	"phosphogluconate dehydrogenase (decarboxylating) activity"	"MF"
"GO:0097252"	0.0452553881999207	0.997882831393125	2	3	"oligodendrocyte apoptotic process"	"BP"
"GO:0090403"	0.0452553881999994	0.997882831393125	2	3	"oxidative stress-induced premature senescence"	"BP"
"GO:0038086"	0.0452711602270704	0.997881670063846	2	3	"VEGF-activated platelet-derived growth factor receptor signaling pathway"	"BP"
"GO:0038091"	0.0452711602270704	0.997881670063846	2	3	"positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway"	"BP"
"GO:1902488"	0.0452999660819933	0.997879548396272	2	3	"cholangiocyte apoptotic process"	"BP"
"GO:1904192"	0.0452999660819933	0.997879548396272	2	3	"regulation of cholangiocyte apoptotic process"	"BP"
"GO:1904193"	0.0452999660819933	0.997879548396272	2	3	"negative regulation of cholangiocyte apoptotic process"	"BP"
"GO:0070366"	0.0453261170321929	0.997877621569636	2	3	"regulation of hepatocyte differentiation"	"BP"
"GO:0035989"	0.0453410678374125	0.997876519679464	2	3	"tendon development"	"BP"
"GO:1904058"	0.0453467532013449	0.997876100604706	2	3	"positive regulation of sensory perception of pain"	"BP"
"GO:1901529"	0.0453467532013451	0.997876100604706	2	3	"positive regulation of anion channel activity"	"BP"
"GO:0008688"	0.0454013690316968	0.993939986234829	3	7	"3-(3-hydroxyphenyl)propionate hydroxylase activity"	"MF"
"GO:0018471"	0.0454013690316968	0.993939986234829	3	7	"4-chlorobenzaldehyde oxidase activity"	"MF"
"GO:0018630"	0.0454013690316968	0.993939986234829	3	7	"3,5-xylenol methylhydroxylase activity"	"MF"
"GO:0018631"	0.0454013690316968	0.993939986234829	3	7	"phenylacetate hydroxylase activity"	"MF"
"GO:0018632"	0.0454013690316968	0.993939986234829	3	7	"4-nitrophenol 4-monooxygenase activity"	"MF"
"GO:0018633"	0.0454013690316968	0.993939986234829	3	7	"dimethyl sulfide monooxygenase activity"	"MF"
"GO:0018634"	0.0454013690316968	0.993939986234829	3	7	"alpha-pinene monooxygenase [NADH] activity"	"MF"
"GO:0018637"	0.0454013690316968	0.993939986234829	3	7	"1-hydroxy-2-naphthoate hydroxylase activity"	"MF"
"GO:0018638"	0.0454013690316968	0.993939986234829	3	7	"toluene 4-monooxygenase activity"	"MF"
"GO:0018639"	0.0454013690316968	0.993939986234829	3	7	"xylene monooxygenase activity"	"MF"
"GO:0018640"	0.0454013690316968	0.993939986234829	3	7	"dibenzothiophene monooxygenase activity"	"MF"
"GO:0018641"	0.0454013690316968	0.993939986234829	3	7	"6-hydroxy-3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity"	"MF"
"GO:0018642"	0.0454013690316968	0.993939986234829	3	7	"chlorophenol 4-monooxygenase activity"	"MF"
"GO:0018643"	0.0454013690316968	0.993939986234829	3	7	"carbon disulfide oxygenase activity"	"MF"
"GO:0018644"	0.0454013690316968	0.993939986234829	3	7	"toluene 2-monooxygenase activity"	"MF"
"GO:0018646"	0.0454013690316968	0.993939986234829	3	7	"1-hydroxy-2-oxolimonene 1,2-monooxygenase activity"	"MF"
"GO:0018647"	0.0454013690316968	0.993939986234829	3	7	"phenanthrene 1,2-monooxygenase activity"	"MF"
"GO:0018649"	0.0454013690316968	0.993939986234829	3	7	"tetrahydrofuran hydroxylase activity"	"MF"
"GO:0018650"	0.0454013690316968	0.993939986234829	3	7	"styrene monooxygenase activity"	"MF"
"GO:0018651"	0.0454013690316968	0.993939986234829	3	7	"toluene-4-sulfonate monooxygenase activity"	"MF"
"GO:0018652"	0.0454013690316968	0.993939986234829	3	7	"toluene-sulfonate methyl-monooxygenase activity"	"MF"
"GO:0018653"	0.0454013690316968	0.993939986234829	3	7	"3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity"	"MF"
"GO:0018654"	0.0454013690316968	0.993939986234829	3	7	"2-hydroxy-phenylacetate hydroxylase activity"	"MF"
"GO:0018655"	0.0454013690316968	0.993939986234829	3	7	"2-oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA 1,2-monooxygenase activity"	"MF"
"GO:0018656"	0.0454013690316968	0.993939986234829	3	7	"phenanthrene 3,4-monooxygenase activity"	"MF"
"GO:0018657"	0.0454013690316968	0.993939986234829	3	7	"toluene 3-monooxygenase activity"	"MF"
"GO:0018660"	0.0454013690316968	0.993939986234829	3	7	"4-hydroxyphenylacetate,NADH:oxygen oxidoreductase (3-hydroxylating) activity"	"MF"
"GO:0019113"	0.0454013690316968	0.993939986234829	3	7	"limonene monooxygenase activity"	"MF"
"GO:0034526"	0.0454013690316968	0.993939986234829	3	7	"2-methylnaphthalene hydroxylase activity"	"MF"
"GO:0034534"	0.0454013690316968	0.993939986234829	3	7	"1-methylnaphthalene hydroxylase activity"	"MF"
"GO:0034560"	0.0454013690316968	0.993939986234829	3	7	"bisphenol A hydroxylase A activity"	"MF"
"GO:0034785"	0.0454013690316968	0.993939986234829	3	7	"salicylate 5-hydroxylase activity"	"MF"
"GO:0034791"	0.0454013690316968	0.993939986234829	3	7	"isobutylamine N-hydroxylase activity"	"MF"
"GO:0034802"	0.0454013690316968	0.993939986234829	3	7	"branched-chain dodecylbenzene sulfonate monooxygenase activity"	"MF"
"GO:0034819"	0.0454013690316968	0.993939986234829	3	7	"3-HSA hydroxylase activity"	"MF"
"GO:0034894"	0.0454013690316968	0.993939986234829	3	7	"4-hydroxypyridine-3-hydroxylase activity"	"MF"
"GO:0043719"	0.0454013690316968	0.993939986234829	3	7	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase activity"	"MF"
"GO:0043731"	0.0454013690316968	0.993939986234829	3	7	"6-hydroxynicotinate 3-monooxygenase activity"	"MF"
"GO:0080014"	0.0454013690316968	0.993939986234829	3	7	"thalianol hydroxylase activity"	"MF"
"GO:0080130"	0.0454551497022959	0.997868104522885	2	3	"L-phenylalanine:2-oxoglutarate aminotransferase activity"	"MF"
"GO:0005984"	0.0454733945039187	0.997866757528953	2	3	"disaccharide metabolic process"	"BP"
"GO:0070472"	0.0454978279836658	0.997864953121739	2	3	"regulation of uterine smooth muscle contraction"	"BP"
"GO:0070474"	0.0454978279836658	0.997864953121739	2	3	"positive regulation of uterine smooth muscle contraction"	"BP"
"GO:0061110"	0.0454983182950365	0.997864916906375	2	3	"dense core granule biogenesis"	"BP"
"GO:0004614"	0.0454989310451835	0.997864871647111	2	3	"phosphoglucomutase activity"	"MF"
"GO:0021847"	0.0454989804893505	0.997864867995026	2	3	"ventricular zone neuroblast division"	"BP"
"GO:0017098"	0.0454989888707633	0.997864867375953	2	3	"sulfonylurea receptor binding"	"MF"
"GO:0030167"	0.0454990827953472	0.997864860438407	2	3	"proteoglycan catabolic process"	"BP"
"GO:0010643"	0.0454990827953472	0.997864860438407	2	3	"cell communication by chemical coupling"	"BP"
"GO:0097109"	0.0454990827953472	0.997864860438407	2	3	"neuroligin family protein binding"	"MF"
"GO:0008184"	0.0454990827953473	0.997864860438407	2	3	"glycogen phosphorylase activity"	"MF"
"GO:0050427"	0.0454990827953474	0.997864860438407	2	3	"3'-phosphoadenosine 5'-phosphosulfate metabolic process"	"BP"
"GO:0033564"	0.0454990827953483	0.997864860438406	2	3	"anterior/posterior axon guidance"	"BP"
"GO:0005004"	0.0454990827953484	0.997864860438406	2	3	"GPI-linked ephrin receptor activity"	"MF"
"GO:0002220"	0.0454990827953865	0.997864860438408	2	3	"innate immune response activating cell surface receptor signaling pathway"	"BP"
"GO:0004611"	0.0454990827953867	0.997864860438407	2	3	"phosphoenolpyruvate carboxykinase activity"	"MF"
"GO:0003056"	0.0454990827953868	0.997864860438407	2	3	"regulation of vascular smooth muscle contraction"	"BP"
"GO:0050508"	0.0454990827953868	0.997864860438407	2	3	"glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity"	"MF"
"GO:0005315"	0.0454990827953869	0.997864860438407	2	3	"inorganic phosphate transmembrane transporter activity"	"MF"
"GO:0030229"	0.0454990827953869	0.997864860438407	2	3	"very-low-density lipoprotein particle receptor activity"	"MF"
"GO:0051967"	0.0454990827953869	0.997864860438407	2	3	"negative regulation of synaptic transmission, glutamatergic"	"BP"
"GO:0004031"	0.045499082795387	0.997864860438407	2	3	"aldehyde oxidase activity"	"MF"
"GO:0016623"	0.045499082795387	0.997864860438407	2	3	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor"	"MF"
"GO:0003347"	0.0454990827953872	0.997864860438407	2	3	"epicardial cell to mesenchymal cell transition"	"BP"
"GO:0042731"	0.0454990827953875	0.997864860438407	2	3	"PH domain binding"	"MF"
"00471"	0.0454990827954262	0.997864860438407	2	3	"D-Glutamine and D-glutamate metabolism"	"KEGG"
"GO:0005000"	0.0454990827954262	0.997864860438407	2	3	"vasopressin receptor activity"	"MF"
"GO:0051459"	0.0454990827954262	0.997864860438407	2	3	"regulation of corticotropin secretion"	"BP"
"GO:0051461"	0.0454990827954262	0.997864860438407	2	3	"positive regulation of corticotropin secretion"	"BP"
"GO:0004936"	0.0454990827954263	0.997864860438407	2	3	"alpha-adrenergic receptor activity"	"MF"
"GO:0060665"	0.0454990827954263	0.997864860438407	2	3	"regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling"	"BP"
"GO:0004924"	0.0454990827954267	0.997864860438407	2	3	"oncostatin-M receptor activity"	"MF"
"GO:0038165"	0.0454990827954267	0.997864860438407	2	3	"oncostatin-M-mediated signaling pathway"	"BP"
"GO:0051124"	0.0454990827954283	0.997864860438405	2	3	"synaptic growth at neuromuscular junction"	"BP"
"GO:0097155"	0.0454990827954297	0.997864860438404	2	3	"fasciculation of sensory neuron axon"	"BP"
"GO:0032224"	0.0454990827954302	0.997864860438403	2	3	"positive regulation of synaptic transmission, cholinergic"	"BP"
"GO:1990705"	0.0454990827954309	0.997864860438403	2	3	"cholangiocyte proliferation"	"BP"
"GO:0071402"	0.0454990827954659	0.997864860438407	2	3	"cellular response to lipoprotein particle stimulus"	"BP"
"GO:0071404"	0.0454990827954659	0.997864860438407	2	3	"cellular response to low-density lipoprotein particle stimulus"	"BP"
"GO:0050923"	0.0454990827954703	0.997864860438403	2	3	"regulation of negative chemotaxis"	"BP"
"GO:0038026"	0.0454990827955117	0.997864860438401	2	3	"reelin-mediated signaling pathway"	"BP"
"GO:0051896"	0.0455048499300105	0.974932390060384	19	101	"regulation of protein kinase B signaling"	"BP"
"GO:0001704"	0.0456418840823765	0.977619116626234	14	68	"formation of primary germ layer"	"BP"
"GO:0034843"	0.0456946674233787	0.990708432020154	4	12	"2-oxoglutaryl-CoA thioesterase activity"	"MF"
"GO:0034869"	0.0456946674233787	0.990708432020154	4	12	"2,4,4-trimethyl-3-oxopentanoyl-CoA thioesterase activity"	"MF"
"GO:0034946"	0.0456946674233787	0.990708432020154	4	12	"3-isopropylbut-3-enoyl-CoA thioesterase activity"	"MF"
"GO:0044466"	0.0456946674233787	0.990708432020154	4	12	"glutaryl-CoA hydrolase activity"	"MF"
"GO:0051785"	0.045701671870726	0.979886512473088	11	51	"positive regulation of nuclear division"	"BP"
"GO:0015179"	0.045779299713299	0.983224334233398	8	32	"L-amino acid transmembrane transporter activity"	"MF"
"GO:0006801"	0.0458491574996895	0.980733428073588	10	46	"superoxide metabolic process"	"BP"
"GO:0032680"	0.0458597825691134	0.97565452396338	17	90	"regulation of tumor necrosis factor production"	"BP"
"GO:1901890"	0.0458773353389069	0.986234635074978	6	22	"positive regulation of cell junction assembly"	"BP"
"GO:0046184"	0.0459469149393852	0.993836808007761	3	7	"aldehyde biosynthetic process"	"BP"
"GO:0005372"	0.0459810672215843	0.993830330836673	3	7	"water transmembrane transporter activity"	"MF"
"GO:0072584"	0.0460735532879933	0.993812779709229	3	7	"caveolin-mediated endocytosis"	"BP"
"GO:0048017"	0.0461341681849192	0.974558513108699	19	100	"inositol lipid-mediated signaling"	"BP"
"GO:0030279"	0.0461446217392116	0.978826033248171	12	56	"negative regulation of ossification"	"BP"
"GO:0002064"	0.0463329700291183	0.971549819313589	27	153	"epithelial cell development"	"BP"
"GO:0048245"	0.0463768596192139	0.996938330804924	2	4	"eosinophil chemotaxis"	"BP"
"GO:0032970"	0.0463942303229999	0.968356818361704	42	259	"regulation of actin filament-based process"	"BP"
"GO:0045807"	0.0464434852113036	0.97433724377418	19	102	"positive regulation of endocytosis"	"BP"
"GO:0006558"	0.0464482125040762	0.993741521872366	3	7	"L-phenylalanine metabolic process"	"BP"
"GO:1902221"	0.0464482125040762	0.993741521872366	3	7	"erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process"	"BP"
"GO:0004896"	0.0464617508912198	0.977158024256001	14	68	"cytokine receptor activity"	"MF"
"GO:0004032"	0.0466117874102992	0.984199530426064	7	28	"alditol:NADP+ 1-oxidoreductase activity"	"MF"
"GO:0048477"	0.0466547262911277	0.979433558295599	11	50	"oogenesis"	"BP"
"GO:0042572"	0.0466655431007797	0.990444431461732	4	12	"retinol metabolic process"	"BP"
"GO:0017171"	0.0466759890965138	0.974193171328999	19	102	"serine hydrolase activity"	"MF"
"GO:0034115"	0.0466798901892984	0.993697331238569	3	7	"negative regulation of heterotypic cell-cell adhesion"	"BP"
"GO:0070587"	0.0466798901892984	0.993697331238569	3	7	"regulation of cell-cell adhesion involved in gastrulation"	"BP"
"GO:1903793"	0.0467432477704034	0.98033253403415	10	45	"positive regulation of anion transport"	"BP"
"00072"	0.0468416911868439	0.993666411600395	3	7	"Synthesis and degradation of ketone bodies"	"KEGG"
"GO:0042473"	0.0468604401361166	0.993662825689089	3	7	"outer ear morphogenesis"	"BP"
"GO:0016406"	0.0469051914878127	0.98265645993385	8	33	"carnitine O-acyltransferase activity"	"MF"
"GO:0016413"	0.0470114516639208	0.982609022653358	8	33	"O-acetyltransferase activity"	"MF"
"GO:0015807"	0.0471689675813554	0.9813007184301	9	38	"L-amino acid transport"	"BP"
"GO:0022898"	0.0472046598774386	0.972998210876204	21	115	"regulation of transmembrane transporter activity"	"BP"
"GO:0000271"	0.0472546676396536	0.978233998093545	12	56	"polysaccharide biosynthetic process"	"BP"
"GO:0010563"	0.047280444207186	0.965068126410265	65	424	"negative regulation of phosphorus metabolic process"	"BP"
"GO:0045936"	0.047280444207186	0.965068126410265	65	424	"negative regulation of phosphate metabolic process"	"BP"
"GO:0046189"	0.047288620108062	0.985703084294385	6	22	"phenol-containing compound biosynthetic process"	"BP"
"GO:0051918"	0.0474368895753535	0.993552266073647	3	7	"negative regulation of fibrinolysis"	"BP"
"GO:0050867"	0.0474433951869433	0.96903507966657	34	205	"positive regulation of cell activation"	"BP"
"GO:0006144"	0.0474604735186943	0.987689103829641	5	17	"purine nucleobase metabolic process"	"BP"
"GO:0016594"	0.0475456314297255	0.993531343222042	3	7	"glycine binding"	"MF"
"GO:0090322"	0.0475869583581419	0.985484135027586	6	23	"regulation of superoxide metabolic process"	"BP"
