"","Viv1","Viv2","Viv3","Hfd1","Hfd2","Hfd3"
"ENSMUSG00000088583",0,0,0,0,0,0
"ENSMUSG00000029469",73,42,57,49,43,54
"ENSMUSG00000029468",66,44,69,63,72,74
"ENSMUSG00000059352",27,35,27,23,26,27
"ENSMUSG00000029470",1390,905,1442,1321,1185,1190
"ENSMUSG00000029471",152,80,124,83,46,99
"ENSMUSG00000029472",2166,1205,1839,1468,1564,1671
"ENSMUSG00000029474",232,107,218,149,154,203
"ENSMUSG00000029475",160,72,149,170,117,191
"ENSMUSG00000056735",7,3,7,3,5,3
"ENSMUSG00000049686",195,109,209,199,277,245
"ENSMUSG00000029477",0,0,1,1,0,1
"ENSMUSG00000066418",4,1,7,1,2,2
"ENSMUSG00000080836",872,586,602,535,527,565
"ENSMUSG00000054434",58,20,66,50,47,37
"ENSMUSG00000029449",11,7,9,7,9,10
"ENSMUSG00000090086",366,283,239,121,178,200
"ENSMUSG00000038384",632,298,549,305,360,547
"ENSMUSG00000029445",48939,34937,47860,19706,27803,26585
"ENSMUSG00000029440",776,552,1024,627,778,642
"ENSMUSG00000029442",11,16,9,11,19,24
"ENSMUSG00000070519",221,156,165,119,183,161
"ENSMUSG00000087063",0,1,0,0,0,0
"ENSMUSG00000087336",4,5,5,2,2,2
"ENSMUSG00000029438",218,176,284,152,127,226
"ENSMUSG00000065191",2,1,3,2,1,0
"ENSMUSG00000086700",0,0,0,0,0,0
"ENSMUSG00000038342",255,138,296,207,182,279
"ENSMUSG00000082532",1,5,2,7,5,1
"ENSMUSG00000029437",0,0,0,0,0,0
"ENSMUSG00000063409",0,0,0,0,0,0
"ENSMUSG00000086753",12,4,3,11,4,5
"ENSMUSG00000029433",462,302,393,325,362,325
"ENSMUSG00000029431",0,0,1,0,0,1
"ENSMUSG00000089389",0,0,0,0,0,0
"ENSMUSG00000029434",817,438,729,554,480,613
"ENSMUSG00000049550",1089,695,1209,856,862,1044
"ENSMUSG00000084552",0,2,0,0,0,0
"ENSMUSG00000029427",297,231,357,241,295,239
"ENSMUSG00000029422",729,519,543,484,517,555
"ENSMUSG00000029414",4,2,2,15,2,12
"ENSMUSG00000045502",5,3,12,19,19,18
"ENSMUSG00000049241",0,2,0,1,0,0
"ENSMUSG00000023106",979,598,691,675,722,696
"ENSMUSG00000061882",57,38,32,38,34,34
"ENSMUSG00000000915",764,418,668,312,379,323
"ENSMUSG00000066278",421,225,308,220,281,288
"ENSMUSG00000029408",55,24,35,72,82,65
"ENSMUSG00000085433",14,5,9,15,5,13
"ENSMUSG00000023707",620,419,551,359,415,478
"ENSMUSG00000029404",617,489,542,445,576,536
"ENSMUSG00000029406",725,520,1035,594,618,855
"ENSMUSG00000089842",2,0,0,0,0,0
"ENSMUSG00000090220",0,1,0,1,0,0
"ENSMUSG00000038126",102,37,92,75,57,67
"ENSMUSG00000087784",0,0,0,0,0,0
"ENSMUSG00000047635",193,122,183,147,144,157
"ENSMUSG00000029394",167,131,165,113,166,167
"ENSMUSG00000038095",1545,814,1411,1163,1049,1437
"ENSMUSG00000049327",701,518,661,764,719,796
"ENSMUSG00000029401",184,105,174,124,142,147
"ENSMUSG00000082402",80,57,57,89,73,73
"ENSMUSG00000029402",100,67,84,98,109,85
"ENSMUSG00000029392",53,45,51,48,62,46
"ENSMUSG00000029390",1808,1176,1369,1247,1494,1604
"ENSMUSG00000029389",149,82,104,99,87,87
"ENSMUSG00000092736",0,0,0,0,0,0
"ENSMUSG00000029388",515,300,360,344,409,401
"ENSMUSG00000029387",328,206,265,210,299,204
"ENSMUSG00000029386",39,15,25,22,23,23
"ENSMUSG00000038023",1008,484,858,736,824,908
"ENSMUSG00000088650",0,0,0,0,0,0
"ENSMUSG00000038011",0,0,0,0,1,0
"ENSMUSG00000092806",0,0,0,0,0,0
"ENSMUSG00000037979",0,3,2,2,9,4
"ENSMUSG00000079215",751,440,661,516,574,726
"ENSMUSG00000051911",0,0,0,0,0,0
"ENSMUSG00000037962",4,4,0,1,0,0
"ENSMUSG00000029478",1027,433,936,581,718,690
"ENSMUSG00000093068",0,0,0,0,0,0
"ENSMUSG00000037936",3584,2415,3272,2265,3631,3413
"ENSMUSG00000008348",15327,8236,4759,9094,11186,6007
"ENSMUSG00000072612",34,21,11,17,21,19
"ENSMUSG00000029480",281,181,188,204,306,200
"ENSMUSG00000037905",876,538,675,652,723,790
"ENSMUSG00000029482",1243,239,368,2207,1743,1722
"ENSMUSG00000070498",0,0,0,0,0,0
"ENSMUSG00000029483",0,0,0,0,0,0
"ENSMUSG00000091970",0,0,0,0,0,0
"ENSMUSG00000070220",0,0,0,0,0,0
"ENSMUSG00000084551",0,0,0,0,0,0
"ENSMUSG00000034324",1,0,0,0,0,0
"ENSMUSG00000087104",0,0,0,0,0,0
"ENSMUSG00000029416",651,493,774,497,593,616
"ENSMUSG00000049971",779,655,1027,436,524,775
"ENSMUSG00000034310",0,0,0,0,0,0
"ENSMUSG00000061331",0,0,0,0,0,0
"ENSMUSG00000085328",0,0,0,0,0,0
"ENSMUSG00000077816",0,0,0,0,0,0
"ENSMUSG00000072591",0,0,0,0,0,0
"ENSMUSG00000081683",0,0,0,0,0,0
"ENSMUSG00000089856",0,0,0,0,0,0
"ENSMUSG00000029423",0,0,0,0,0,0
"ENSMUSG00000029420",0,0,0,0,0,0
"ENSMUSG00000029428",419,243,354,384,443,401
"ENSMUSG00000029430",1328,845,1054,1029,1011,997
"ENSMUSG00000044017",13,7,7,18,13,13
"ENSMUSG00000060419",1594,1091,1293,945,1110,1038
"ENSMUSG00000029439",349,186,277,250,271,260
"ENSMUSG00000092933",0,0,0,0,0,0
"ENSMUSG00000029436",9,5,5,9,22,14
"ENSMUSG00000057244",913,635,494,552,605,588
"ENSMUSG00000051034",29,20,17,29,23,34
"ENSMUSG00000034219",0,0,2,2,0,3
"ENSMUSG00000034211",735,443,532,516,587,509
"ENSMUSG00000029432",398,217,358,334,297,367
"ENSMUSG00000086916",1,0,0,1,1,1
"ENSMUSG00000029446",179,93,154,135,186,131
"ENSMUSG00000029447",2745,1587,2345,1804,2238,2100
"ENSMUSG00000065304",1,0,0,1,0,0
"ENSMUSG00000093413",1,0,0,0,0,2
"ENSMUSG00000025538",212,142,171,127,174,144
"ENSMUSG00000025537",2,2,3,4,0,4
"ENSMUSG00000070493",3503,2673,2572,2523,2668,2705
"ENSMUSG00000034173",870,653,763,608,538,630
"ENSMUSG00000025535",5,5,6,3,6,4
"ENSMUSG00000066735",831,440,696,753,716,836
"ENSMUSG00000025534",794,453,664,850,819,820
"ENSMUSG00000025533",9828,6961,11812,5856,8337,6635
"ENSMUSG00000025532",616,423,738,461,473,520
"ENSMUSG00000034118",561,348,448,297,426,360
"ENSMUSG00000034110",150,45,65,113,75,68
"ENSMUSG00000025340",465,336,386,363,310,425
"ENSMUSG00000080893",307,244,281,224,264,300
"ENSMUSG00000083146",20,13,19,16,16,15
"ENSMUSG00000053094",1867,1055,1276,1358,1579,1529
"ENSMUSG00000025337",1396,865,1102,975,997,1031
"ENSMUSG00000056310",411,280,362,369,402,359
"ENSMUSG00000060371",88,80,66,71,86,94
"ENSMUSG00000052014",0,0,0,0,0,0
"ENSMUSG00000088972",0,0,0,0,0,0
"ENSMUSG00000034040",0,1,1,3,1,2
"ENSMUSG00000029673",9,8,5,4,8,5
"ENSMUSG00000088123",0,0,0,0,0,0
"ENSMUSG00000058905",568,436,433,415,453,416
"ENSMUSG00000087344",1,1,0,0,1,0
"ENSMUSG00000015944",185,85,131,125,136,149
"ENSMUSG00000061979",503,284,324,290,380,316
"ENSMUSG00000015942",114,85,127,103,110,120
"ENSMUSG00000092991",0,0,0,0,0,0
"ENSMUSG00000084729",0,0,0,0,1,1
"ENSMUSG00000015950",114,74,108,112,91,76
"ENSMUSG00000060261",2313,1572,2173,1825,2030,2057
"ENSMUSG00000092941",0,0,0,0,0,0
"ENSMUSG00000093311",0,0,0,0,0,0
"ENSMUSG00000023079",492,307,492,294,388,359
"ENSMUSG00000077437",0,0,0,0,0,0
"ENSMUSG00000076320",0,0,0,0,0,0
"ENSMUSG00000072576",79,76,72,68,68,78
"ENSMUSG00000063146",72,42,59,135,187,129
"ENSMUSG00000085957",1,0,0,0,0,0
"ENSMUSG00000023104",476,271,370,384,461,389
"ENSMUSG00000040751",18,6,12,13,19,10
"ENSMUSG00000040731",4118,2424,3277,2694,3283,2915
"ENSMUSG00000029674",93,45,55,181,130,159
"ENSMUSG00000072573",2,3,1,1,5,1
"ENSMUSG00000029675",16,14,24,24,41,23
"ENSMUSG00000040576",0,0,0,0,0,0
"ENSMUSG00000008843",0,0,0,1,0,0
"ENSMUSG00000040557",312,187,250,278,206,289
"ENSMUSG00000047501",2,0,1,1,3,3
"ENSMUSG00000070473",1465,751,1120,866,1111,796
"ENSMUSG00000054909",0,0,0,0,1,0
"ENSMUSG00000084392",9,3,3,6,9,16
"ENSMUSG00000040532",763,477,608,572,618,578
"ENSMUSG00000085042",14,9,9,7,15,13
"ENSMUSG00000007207",5,4,7,4,2,6
"ENSMUSG00000005378",459,302,366,265,324,312
"ENSMUSG00000088008",0,1,0,0,0,1
"ENSMUSG00000061118",171,91,125,94,95,139
"ENSMUSG00000043614",2,2,2,11,3,5
"ENSMUSG00000005373",4183,3362,4124,2595,3896,4142
"ENSMUSG00000005374",446,205,403,302,380,372
"ENSMUSG00000029681",351,201,294,295,384,343
"ENSMUSG00000002748",1382,819,1380,888,1005,937
"ENSMUSG00000080473",0,0,0,0,0,0
"ENSMUSG00000049551",1,1,1,0,1,0
"ENSMUSG00000040013",1,0,0,0,0,0
"ENSMUSG00000053388",1,0,0,1,0,1
"ENSMUSG00000000916",178,135,163,124,176,123
"ENSMUSG00000053293",327,178,277,253,223,309
"ENSMUSG00000039959",219,148,233,255,193,289
"ENSMUSG00000070464",0,0,0,0,0,0
"ENSMUSG00000004814",32,23,45,25,32,35
"ENSMUSG00000039917",326,152,274,269,234,224
"ENSMUSG00000082001",0,0,0,0,0,0
"ENSMUSG00000005514",3846,2874,4734,2338,1985,2720
"ENSMUSG00000080972",165,112,104,121,109,97
"ENSMUSG00000039886",1255,784,1389,1253,1092,1176
"ENSMUSG00000019178",6,1,5,1,2,2
"ENSMUSG00000019179",4209,2943,3815,3810,4225,3811
"ENSMUSG00000039860",0,0,0,0,0,0
"ENSMUSG00000092803",0,0,0,0,0,0
"ENSMUSG00000085026",0,0,0,0,0,0
"ENSMUSG00000064651",0,0,0,0,0,0
"ENSMUSG00000004951",249,242,342,265,325,301
"ENSMUSG00000051391",2432,1334,1996,2681,2678,2399
"ENSMUSG00000029699",59,51,50,51,37,47
"ENSMUSG00000004948",0,0,0,0,1,0
"ENSMUSG00000004947",100,67,89,75,105,87
"ENSMUSG00000042985",10,7,13,12,20,3
"ENSMUSG00000006143",0,0,0,0,0,0
"ENSMUSG00000004952",47,28,49,48,43,48
"ENSMUSG00000088188",0,0,0,0,0,0
"ENSMUSG00000086656",0,0,0,0,0,0
"ENSMUSG00000039771",297,214,274,239,258,291
"ENSMUSG00000029703",172,98,123,110,129,108
"ENSMUSG00000039754",68,50,57,42,50,51
"ENSMUSG00000039747",16,16,19,16,12,26
"ENSMUSG00000039737",134,107,142,115,109,105
"ENSMUSG00000005057",30,19,44,19,24,28
"ENSMUSG00000029705",718,365,742,528,550,583
"ENSMUSG00000086220",0,0,0,0,0,0
"ENSMUSG00000093578",0,1,0,0,0,0
"ENSMUSG00000046548",0,0,0,0,0,0
"ENSMUSG00000005474",0,0,0,0,0,0
"ENSMUSG00000004415",0,0,0,0,0,0
"ENSMUSG00000092402",0,0,0,0,0,0
"ENSMUSG00000007987",68,44,55,65,72,67
"ENSMUSG00000085062",114,58,78,53,47,69
"ENSMUSG00000019054",1146,789,996,897,1071,1013
"ENSMUSG00000001739",2,6,5,3,9,6
"ENSMUSG00000059518",627,429,488,427,499,474
"ENSMUSG00000004846",512,340,465,397,507,448
"ENSMUSG00000076240",0,0,0,0,0,1
"ENSMUSG00000087244",0,0,0,0,0,0
"ENSMUSG00000037428",0,0,1,0,0,0
"ENSMUSG00000004849",645,396,499,627,616,639
"ENSMUSG00000037411",5,7,12,57,48,50
"ENSMUSG00000043279",736,366,590,663,474,709
"ENSMUSG00000037390",0,0,0,0,0,0
"ENSMUSG00000079174",0,0,0,0,0,0
"ENSMUSG00000023328",8,2,2,9,5,6
"ENSMUSG00000051502",37,24,34,33,48,36
"ENSMUSG00000037364",881,556,802,594,800,712
"ENSMUSG00000023348",253,180,228,286,337,268
"ENSMUSG00000037344",187,126,139,111,152,142
"ENSMUSG00000029710",458,307,560,381,475,498
"ENSMUSG00000079173",0,0,1,0,0,0
"ENSMUSG00000029711",0,0,0,0,0,0
"ENSMUSG00000029715",86,54,74,82,79,84
"ENSMUSG00000029714",481,365,527,326,400,424
"ENSMUSG00000029713",1966,1184,1593,1595,1925,1611
"ENSMUSG00000090873",0,3,3,4,3,3
"ENSMUSG00000029712",0,0,0,0,0,0
"ENSMUSG00000029716",8920,5417,7697,5064,7154,5178
"ENSMUSG00000037221",620,364,403,410,511,388
"ENSMUSG00000029718",95,67,62,207,237,192
"ENSMUSG00000089984",1,2,2,0,2,5
"ENSMUSG00000081228",539,402,374,442,507,429
"ENSMUSG00000093445",3,0,1,0,1,0
"ENSMUSG00000029720",5,1,4,5,6,2
"ENSMUSG00000079165",0,0,0,0,0,0
"ENSMUSG00000047182",2,2,3,2,4,1
"ENSMUSG00000029722",769,667,1161,571,827,914
"ENSMUSG00000079163",0,0,0,0,0,0
"ENSMUSG00000082088",17,11,6,9,23,13
"ENSMUSG00000045348",2,0,2,0,0,1
"ENSMUSG00000029723",177,94,180,180,142,157
"ENSMUSG00000029725",170,124,135,138,138,116
"ENSMUSG00000029726",466,379,536,345,455,388
"ENSMUSG00000037108",79,64,77,53,73,58
"ENSMUSG00000046245",69,63,77,82,91,60
"ENSMUSG00000066684",32,33,45,29,25,26
"ENSMUSG00000066682",29,28,35,34,20,29
"ENSMUSG00000029727",5168,3386,3882,2033,3028,2524
"ENSMUSG00000083813",115,77,89,89,102,102
"ENSMUSG00000056966",25,23,20,9,18,10
"ENSMUSG00000037053",43301,30315,37098,27602,33475,34529
"ENSMUSG00000063739",529,498,364,323,461,393
"ENSMUSG00000075599",1,0,0,0,0,0
"ENSMUSG00000075598",0,0,0,0,0,0
"ENSMUSG00000079156",0,0,0,0,0,0
"ENSMUSG00000029729",1067,756,1128,622,668,827
"ENSMUSG00000037017",389,323,308,183,254,268
"ENSMUSG00000037007",182,72,158,77,56,158
"ENSMUSG00000019494",2435,1719,2044,1799,1953,1976
"ENSMUSG00000029730",210,140,168,164,194,179
"ENSMUSG00000065394",0,0,0,0,0,0
"ENSMUSG00000065527",0,0,0,0,0,0
"ENSMUSG00000065514",0,1,0,0,0,0
"ENSMUSG00000019518",185,105,192,109,113,145
"ENSMUSG00000036980",482,333,497,363,454,390
"ENSMUSG00000036968",148,109,111,115,164,144
"ENSMUSG00000049285",19,12,23,33,15,23
"ENSMUSG00000089783",0,0,0,0,0,1
"ENSMUSG00000084469",0,0,0,0,0,0
"ENSMUSG00000047592",0,0,0,1,2,0
"ENSMUSG00000050552",974,784,896,840,860,807
"ENSMUSG00000036948",0,0,0,0,0,0
"ENSMUSG00000091964",0,0,0,0,0,0
"ENSMUSG00000085227",5,7,2,6,5,4
"ENSMUSG00000075593",0,0,0,0,0,0
"ENSMUSG00000029510",2,1,0,1,3,1
"ENSMUSG00000036928",0,2,0,1,2,0
"ENSMUSG00000075591",589,406,425,552,707,645
"ENSMUSG00000080935",329,192,284,251,292,284
"ENSMUSG00000064892",0,0,0,0,0,0
"ENSMUSG00000036898",119,76,92,74,60,84
"ENSMUSG00000046440",583,428,372,442,529,513
"ENSMUSG00000029526",0,0,0,0,0,0
"ENSMUSG00000058291",369,280,363,215,281,292
"ENSMUSG00000092916",0,0,0,0,0,0
"ENSMUSG00000081142",10,1,5,6,8,9
"ENSMUSG00000056014",98,57,95,67,50,73
"ENSMUSG00000025854",1016,531,850,957,1162,793
"ENSMUSG00000025856",75,45,110,148,143,117
"ENSMUSG00000090903",0,0,0,0,0,0
"ENSMUSG00000075585",29,11,14,41,34,37
"ENSMUSG00000025855",6,3,6,7,6,6
"ENSMUSG00000086873",4,0,0,1,2,2
"ENSMUSG00000025857",214,92,182,136,153,157
"ENSMUSG00000036817",295,169,345,239,222,269
"ENSMUSG00000025858",391,271,331,342,372,342
"ENSMUSG00000056413",19,13,29,52,51,33
"ENSMUSG00000045438",730,497,528,745,831,849
"ENSMUSG00000029541",0,0,0,0,0,0
"ENSMUSG00000053553",56,21,50,32,39,35
"ENSMUSG00000065593",0,0,1,0,0,0
"ENSMUSG00000044197",1050,544,1790,1041,977,1164
"ENSMUSG00000021206",0,0,0,0,0,0
"ENSMUSG00000044092",6,7,5,12,8,6
"ENSMUSG00000053647",0,0,0,0,0,0
"ENSMUSG00000065300",0,0,0,0,0,0
"ENSMUSG00000053581",480,235,343,354,264,332
"ENSMUSG00000029546",0,0,0,0,0,0
"ENSMUSG00000036718",52,29,40,58,60,72
"ENSMUSG00000029547",605,316,465,454,546,474
"ENSMUSG00000018143",269,158,322,381,335,394
"ENSMUSG00000036687",447,208,297,331,213,334
"ENSMUSG00000029551",319,220,241,193,242,225
"ENSMUSG00000064694",0,0,0,1,4,1
"ENSMUSG00000048988",1,0,0,4,2,3
"ENSMUSG00000029554",197,119,159,175,201,162
"ENSMUSG00000085673",0,0,0,0,0,0
"ENSMUSG00000087606",3,1,2,6,3,3
"ENSMUSG00000087248",0,0,0,0,1,0
"ENSMUSG00000029557",189,124,147,144,161,126
"ENSMUSG00000036639",443,297,297,470,457,451
"ENSMUSG00000029560",396,238,317,359,334,321
"ENSMUSG00000056076",2316,1365,1988,1796,2357,1990
"ENSMUSG00000036599",10,10,27,23,26,28
"ENSMUSG00000036586",0,0,0,0,0,0
"ENSMUSG00000029570",84,46,70,92,110,75
"ENSMUSG00000036565",248,117,204,244,254,263
"ENSMUSG00000036555",124,75,132,134,113,113
"ENSMUSG00000000148",263,125,204,173,219,230
"ENSMUSG00000050022",8,14,15,36,34,24
"ENSMUSG00000000149",2685,1978,3309,2347,2723,2682
"ENSMUSG00000036526",9,2,19,21,18,10
"ENSMUSG00000093344",0,0,0,0,0,0
"ENSMUSG00000039683",4,9,9,6,9,6
"ENSMUSG00000083382",381,239,203,230,252,259
"ENSMUSG00000084934",17,14,18,9,7,11
"ENSMUSG00000089164",0,0,0,0,0,0
"ENSMUSG00000085540",0,0,0,0,0,0
"ENSMUSG00000056493",578,338,641,425,366,559
"ENSMUSG00000039623",226,128,217,154,195,191
"ENSMUSG00000029576",0,1,0,0,0,0
"ENSMUSG00000074817",38,15,28,28,15,29
"ENSMUSG00000039533",87,64,249,348,283,256
"ENSMUSG00000029578",2073,1190,1636,1317,1601,1664
"ENSMUSG00000050822",0,0,0,1,0,1
"ENSMUSG00000079129",9,1,5,1,7,3
"ENSMUSG00000079127",0,0,0,1,0,1
"ENSMUSG00000039477",470,200,424,262,226,294
"ENSMUSG00000082308",327,248,213,249,268,291
"ENSMUSG00000066640",293,131,216,180,207,219
"ENSMUSG00000013989",4,1,2,4,1,0
"ENSMUSG00000029580",6693,4007,4085,7029,10382,6984
"ENSMUSG00000029581",91,46,66,119,100,113
"ENSMUSG00000045078",545,259,499,337,414,403
"ENSMUSG00000090981",0,0,0,0,0,0
"ENSMUSG00000061898",99,55,58,59,56,56
"ENSMUSG00000029586",0,0,0,0,0,0
"ENSMUSG00000039296",0,0,0,0,0,0
"ENSMUSG00000089879",0,1,0,0,0,0
"ENSMUSG00000029587",247,133,222,176,171,170
"ENSMUSG00000046658",85,45,86,85,95,105
"ENSMUSG00000039244",347,214,346,310,381,303
"ENSMUSG00000001844",430,245,302,268,312,295
"ENSMUSG00000089889",26,28,21,29,10,21
"ENSMUSG00000010825",0,0,0,1,0,0
"ENSMUSG00000093720",0,1,0,0,0,1
"ENSMUSG00000045345",3,5,4,0,1,1
"ENSMUSG00000079111",2128,1275,1484,1505,2327,1780
"ENSMUSG00000039206",589,347,541,520,540,577
"ENSMUSG00000001847",2624,1798,2487,2115,2499,2446
"ENSMUSG00000048910",0,0,0,0,0,0
"ENSMUSG00000083012",41,23,28,37,30,42
"ENSMUSG00000018001",183,102,148,187,169,191
"ENSMUSG00000051306",203,113,213,141,150,133
"ENSMUSG00000087189",33,16,12,25,28,19
"ENSMUSG00000029613",1159,746,1079,801,944,1006
"ENSMUSG00000029607",10,3,4,2,3,0
"ENSMUSG00000029610",137,70,91,100,110,88
"ENSMUSG00000079109",64,38,51,57,59,56
"ENSMUSG00000091351",0,0,0,0,0,0
"ENSMUSG00000075569",0,0,0,1,0,0
"ENSMUSG00000029617",795,528,699,582,631,642
"ENSMUSG00000064963",0,0,0,0,0,0
"ENSMUSG00000029618",0,0,0,0,0,0
"ENSMUSG00000038970",537,267,577,451,370,502
"ENSMUSG00000052271",5,4,1,6,13,9
"ENSMUSG00000066621",271,175,299,202,198,266
"ENSMUSG00000087484",10,5,14,13,17,16
"ENSMUSG00000047843",396,260,454,573,551,546
"ENSMUSG00000038859",887,490,787,726,646,797
"ENSMUSG00000086894",8,4,6,7,2,10
"ENSMUSG00000083574",0,0,0,0,0,0
"ENSMUSG00000059991",0,0,0,0,0,0
"ENSMUSG00000082524",40,35,45,28,34,24
"ENSMUSG00000043388",0,0,0,0,0,0
"ENSMUSG00000045482",1070,501,817,798,709,955
"ENSMUSG00000088685",0,0,0,0,0,0
"ENSMUSG00000038780",499,305,492,399,445,532
"ENSMUSG00000038770",0,0,0,0,0,0
"ENSMUSG00000061707",0,0,0,0,0,0
"ENSMUSG00000029620",0,0,0,0,0,0
"ENSMUSG00000029621",1243,734,996,1002,1046,973
"ENSMUSG00000029622",653,495,573,729,809,659
"ENSMUSG00000029623",1004,768,934,783,897,892
"ENSMUSG00000038722",815,616,735,555,672,696
"ENSMUSG00000029624",260,159,242,153,185,186
"ENSMUSG00000029625",314,217,314,212,232,202
"ENSMUSG00000038690",2715,2196,2475,2027,2088,2122
"ENSMUSG00000029627",119,101,153,87,87,124
"ENSMUSG00000093455",0,0,0,0,0,0
"ENSMUSG00000055991",345,177,359,210,236,247
"ENSMUSG00000007812",851,489,755,743,491,844
"ENSMUSG00000070420",114,52,81,80,79,93
"ENSMUSG00000070419",407,389,378,190,209,331
"ENSMUSG00000038656",6050,5735,3682,1029,1234,1432
"ENSMUSG00000075552",4481,4411,2709,936,688,1063
"ENSMUSG00000075551",5187,4772,2921,1005,917,1557
"ENSMUSG00000054417",6064,6204,3742,1281,1359,1696
"ENSMUSG00000056035",94173,99274,67418,28520,27519,32820
"ENSMUSG00000029630",12750,13974,11802,7631,7934,10123
"ENSMUSG00000061292",2559,2690,2541,1509,1590,2179
"ENSMUSG00000079096",0,0,0,0,0,0
"ENSMUSG00000029634",815,566,862,596,610,747
"ENSMUSG00000029635",531,371,551,367,378,421
"ENSMUSG00000080957",0,0,0,0,0,0
"ENSMUSG00000093077",974,1001,811,563,1250,1000
"ENSMUSG00000029636",0,0,0,0,2,0
"ENSMUSG00000079094",0,0,0,0,0,0
"ENSMUSG00000079093",0,0,0,0,0,0
"ENSMUSG00000041505",0,0,0,0,0,0
"ENSMUSG00000079091",0,0,0,0,0,0
"ENSMUSG00000079090",0,0,0,0,0,0
"ENSMUSG00000079089",0,0,0,0,0,0
"ENSMUSG00000041468",5,4,4,35,22,36
"ENSMUSG00000029640",691,434,628,515,470,547
"ENSMUSG00000041453",185,157,136,128,172,176
"ENSMUSG00000077185",0,0,0,0,0,0
"ENSMUSG00000077564",0,0,0,0,0,0
"ENSMUSG00000029641",8,5,8,6,12,8
"ENSMUSG00000075546",0,0,0,0,0,0
"ENSMUSG00000016503",118,70,95,70,67,91
"ENSMUSG00000016510",447,282,389,330,396,379
"ENSMUSG00000016520",799,468,506,386,492,464
"ENSMUSG00000029642",714,506,648,516,598,548
"ENSMUSG00000083988",2,3,1,2,1,1
"ENSMUSG00000053129",0,0,0,0,0,0
"ENSMUSG00000077735",0,0,0,0,0,0
"ENSMUSG00000092570",0,0,0,0,0,0
"ENSMUSG00000029644",0,0,0,0,0,0
"ENSMUSG00000029646",0,0,0,0,0,0
"ENSMUSG00000075543",619,284,600,164,214,149
"ENSMUSG00000042817",5,4,5,15,16,8
"ENSMUSG00000091377",0,0,0,0,0,0
"ENSMUSG00000057157",118,70,88,98,86,107
"ENSMUSG00000029647",413,297,360,277,348,357
"ENSMUSG00000029648",366,191,374,248,275,337
"ENSMUSG00000029649",2728,2043,2398,1934,2108,1956
"ENSMUSG00000029650",997,649,914,560,478,497
"ENSMUSG00000085565",0,0,0,0,0,0
"ENSMUSG00000029651",11,20,12,18,10,7
"ENSMUSG00000066554",274,145,124,191,193,175
"ENSMUSG00000041313",27,14,9,26,26,36
"ENSMUSG00000001687",1535,1088,1319,1274,1299,1494
"ENSMUSG00000086494",17,26,18,23,32,17
"ENSMUSG00000084513",0,0,0,0,0,0
"ENSMUSG00000085740",0,0,0,0,0,0
"ENSMUSG00000087647",0,0,0,0,0,0
"ENSMUSG00000041298",163,66,139,137,76,123
"ENSMUSG00000085639",0,0,0,1,1,0
"ENSMUSG00000085237",0,0,0,0,0,0
"ENSMUSG00000079069",0,0,0,0,0,0
"ENSMUSG00000085455",44,31,44,33,29,47
"ENSMUSG00000087272",0,0,0,0,0,1
"ENSMUSG00000085971",16,8,9,30,19,42
"ENSMUSG00000086610",31,26,32,92,90,93
"ENSMUSG00000066551",552,359,359,399,440,421
"ENSMUSG00000086085",0,0,1,1,0,1
"ENSMUSG00000092764",0,0,0,0,0,0
"ENSMUSG00000024437",89,28,104,55,45,78
"ENSMUSG00000041264",618,437,441,332,347,318
"ENSMUSG00000092674",5,8,6,8,30,9
"ENSMUSG00000060063",40,39,58,66,57,60
"ENSMUSG00000064704",0,0,0,0,0,0
"ENSMUSG00000075529",0,0,0,0,0,0
"ENSMUSG00000029659",0,1,0,10,7,4
"ENSMUSG00000092327",0,0,0,0,0,0
"ENSMUSG00000029660",0,0,0,0,0,0
"ENSMUSG00000086744",0,0,0,0,0,0
"ENSMUSG00000082959",0,0,0,0,0,0
"ENSMUSG00000029658",0,0,0,0,2,0
"ENSMUSG00000029657",2243,1304,2325,791,1465,1114
"ENSMUSG00000080002",742,612,587,589,771,642
"ENSMUSG00000051950",62,30,40,33,62,70
"ENSMUSG00000053368",0,0,0,0,0,1
"ENSMUSG00000056602",29,15,19,38,35,42
"ENSMUSG00000087984",0,0,0,0,0,0
"ENSMUSG00000056586",0,0,0,0,0,0
"ENSMUSG00000082104",0,0,0,0,0,0
"ENSMUSG00000041147",86,55,90,67,51,81
"ENSMUSG00000075784",0,0,0,0,0,0
"ENSMUSG00000088482",0,0,0,0,0,0
"ENSMUSG00000041132",676,644,1508,551,672,1061
"ENSMUSG00000029655",1034,632,834,643,674,774
"ENSMUSG00000034021",533,342,472,440,435,488
"ENSMUSG00000084717",0,0,0,0,0,0
"ENSMUSG00000077592",0,0,0,0,0,0
"ENSMUSG00000087709",0,0,0,0,0,0
"ENSMUSG00000058488",0,0,0,0,0,0
"ENSMUSG00000016128",735,512,634,458,469,527
"ENSMUSG00000087548",45,26,27,14,22,26
"ENSMUSG00000054622",3,2,3,2,3,5
"ENSMUSG00000091794",0,0,0,0,0,0
"ENSMUSG00000033970",127,79,118,108,108,140
"ENSMUSG00000075798",0,0,1,0,0,0
"ENSMUSG00000047735",362,241,131,811,514,572
"ENSMUSG00000044156",2,2,2,3,6,3
"ENSMUSG00000001376",318,187,222,261,275,295
"ENSMUSG00000023964",2,1,11,4,2,2
"ENSMUSG00000076357",0,0,0,0,0,0
