"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"04964",0.0103145280194063,0.997535877286789,8,18,"Proximal tubule bicarbonate reclamation","KEGG"
"GO:0031341",0.0103159988895465,0.995589831766545,18,53,"regulation of cell killing","BP"
"00330",0.0103666516398475,0.99584856069343,16,45,"Arginine and proline metabolism","KEGG"
"GO:0006165",0.0103991380759975,0.995024979641925,23,70,"nucleoside diphosphate phosphorylation","BP"
"GO:0001990",0.010494941354858,0.996721346904162,11,27,"regulation of systemic arterial blood pressure by hormone","BP"
"GO:0002181",0.0107691141264648,0.995961829577563,15,36,"cytoplasmic translation","BP"
"GO:0002251",0.0108769566111564,0.997112173556514,10,19,"organ or tissue specific immune response","BP"
"GO:0002385",0.0108769566111564,0.997112173556514,10,19,"mucosal immune response","BP"
"GO:0071495",0.010919388758027,0.991434501160251,172,766,"cellular response to endogenous stimulus","BP"
"GO:0042327",0.0109231617520271,0.99148653007463,164,714,"positive regulation of phosphorylation","BP"
"GO:0045340",0.010929682543181,1,3,3,"mercury ion binding","MF"
"GO:0002864",0.0110013380542375,0.997852718599858,7,13,"regulation of acute inflammatory response to antigenic stimulus","BP"
"GO:0070372",0.011003968466553,0.993168007127507,48,178,"regulation of ERK1 and ERK2 cascade","BP"
"GO:0033293",0.0110307231721991,0.995612765966864,16,42,"monocarboxylic acid binding","MF"
"GO:0007229",0.0110863754374786,0.994724368135534,22,70,"integrin-mediated signaling pathway","BP"
"GO:0042802",0.0111211148336732,0.990946754647019,242,1071,"identical protein binding","MF"
"GO:0051057",0.0112747011210953,0.995932733382183,13,36,"positive regulation of small GTPase mediated signal transduction","BP"
"GO:0051125",0.0113057827311375,0.996672249225524,10,24,"regulation of actin nucleation","BP"
"GO:0051702",0.0113686971371987,0.995272330565452,17,47,"interaction with symbiont","BP"
"GO:0006733",0.0114415672786627,0.993401851774018,37,128,"oxidoreduction coenzyme metabolic process","BP"
"GO:0030198",0.0114700906251377,0.992965929245787,45,170,"extracellular matrix organization","BP"
"04142",0.0114725799207898,0.99360331874711,33,115,"Lysosome","KEGG"
"GO:0072358",0.0114877766474481,0.990937747289281,178,793,"cardiovascular system development","BP"
"GO:0072359",0.0114877766474481,0.990937747289281,178,793,"circulatory system development","BP"
"GO:0048245",0.0115557668463366,0.999346553321122,4,5,"eosinophil chemotaxis","BP"
"04670",0.0115786169926865,0.993903476194619,28,94,"Leukocyte transendothelial migration","KEGG"
"GO:0002286",0.0116475040881109,0.99479643843401,19,58,"T cell activation involved in immune response","BP"
"GO:0044764",0.0116643414203316,0.992334658039214,60,226,"multi-organism cellular process","BP"
"00071",0.0117237031652771,0.995747879505971,13,36,"Fatty acid degradation","KEGG"
"GO:0010591",0.0117312316240182,0.996232915123389,11,28,"regulation of lamellipodium assembly","BP"
"GO:2001268",0.0117326681779936,0.999333263599411,4,5,"negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","BP"
"GO:0043038",0.0117391606776574,0.99534400283685,15,44,"amino acid activation","BP"
"GO:0043039",0.0117391606776574,0.99534400283685,15,44,"tRNA aminoacylation","BP"
"GO:0071214",0.0117700469350856,0.992812384242628,44,166,"cellular response to abiotic stimulus","BP"
"GO:0023014",0.0118189978513002,0.991014741692872,133,570,"signal transduction by protein phosphorylation","BP"
"GO:0060420",0.0121329907050194,0.995188642433514,15,43,"regulation of heart growth","BP"
"GO:0051101",0.0121612365047376,0.993763413264215,26,84,"regulation of DNA binding","BP"
"GO:0001910",0.0121697119777481,0.995009617581936,16,46,"regulation of leukocyte mediated cytotoxicity","BP"
"GO:0051015",0.0121726145090609,0.99324367362078,32,112,"actin filament binding","MF"
"GO:0002708",0.012186071472346,0.99427804963364,21,65,"positive regulation of lymphocyte mediated immunity","BP"
"05150",0.0121974367711988,0.995442335464574,14,36,"Staphylococcus aureus infection","KEGG"
"GO:1901031",0.0122516700157905,0.99580294834397,12,31,"regulation of response to reactive oxygen species","BP"
"GO:0005504",0.012274696005449,0.995960855686773,12,27,"fatty acid binding","MF"
"GO:0030100",0.0123114178562742,0.992291922867092,48,181,"regulation of endocytosis","BP"
"GO:0051186",0.0124018396300183,0.991458114518918,74,282,"cofactor metabolic process","BP"
"GO:0000165",0.0124018430583157,0.990584981151888,130,556,"MAPK cascade","BP"
"GO:0051173",0.0124025385352718,0.98960971634793,321,1477,"positive regulation of nitrogen compound metabolic process","BP"
"GO:0002437",0.0124624076638479,0.994760839333192,17,47,"inflammatory response to antigenic stimulus","BP"
"GO:0046654",0.0125198149091986,0.998929483373447,4,6,"tetrahydrofolate biosynthetic process","BP"
"GO:0043559",0.012529563601936,0.998928384976574,4,6,"insulin binding","MF"
"GO:0097529",0.0125508402994908,0.992977403956834,33,111,"myeloid leukocyte migration","BP"
"GO:0010592",0.0126159525156157,0.996868087596814,8,18,"positive regulation of lamellipodium assembly","BP"
"GO:0071624",0.0126550733108898,0.996856505048845,8,18,"positive regulation of granulocyte chemotaxis","BP"
"GO:0090023",0.0126550733108898,0.996856505048845,8,18,"positive regulation of neutrophil chemotaxis","BP"
"GO:0001767",0.0126615870549078,0.998913481580261,4,6,"establishment of lymphocyte polarity","BP"
"GO:0001768",0.0126615870549078,0.998913481580261,4,6,"establishment of T cell polarity","BP"
"GO:0004703",0.0126827813640319,0.998911084199252,4,6,"G-protein coupled receptor kinase activity","MF"
"GO:0043062",0.012704480368831,0.992152769858176,45,171,"extracellular structure organization","BP"
"GO:0055023",0.0127984722436999,0.996154790091926,10,24,"positive regulation of cardiac muscle tissue growth","BP"
"GO:0050685",0.0128419701720269,0.995282945855296,13,36,"positive regulation of mRNA processing","BP"
"GO:0045588",0.0128647216090317,0.998890448962883,4,6,"positive regulation of gamma-delta T cell differentiation","BP"
"GO:0046645",0.0128647216090317,0.998890448962883,4,6,"positive regulation of gamma-delta T cell activation","BP"
"GO:0031329",0.0128694500084375,0.990458441774717,110,458,"regulation of cellular catabolic process","BP"
"04722",0.0128929368349211,0.992658171955851,34,122,"Neurotrophin signaling pathway","KEGG"
"04970",0.0129347536288416,0.993996213550197,20,63,"Salivary secretion","KEGG"
"GO:0001503",0.0129675837607231,0.991043747417438,73,294,"ossification","BP"
"GO:0019732",0.0130481851470503,1,3,3,"antifungal humoral response","BP"
"GO:0071479",0.0131049011994226,0.994555816566782,16,47,"cellular response to ionizing radiation","BP"
"GO:0032846",0.0131782644027852,0.991760057018457,47,176,"positive regulation of homeostatic process","BP"
"GO:0055094",0.0132291623908657,0.997703497650595,6,11,"response to lipoprotein particle","BP"
"GO:1990000",0.0132967918079164,0.998841052182614,4,6,"amyloid fibril formation","BP"
"GO:0005980",0.0133437720210809,0.997067057204455,7,15,"glycogen catabolic process","BP"
"GO:0009251",0.0133437720210809,0.997067057204455,7,15,"glucan catabolic process","BP"
"GO:0044247",0.0133437720210809,0.997067057204455,7,15,"cellular polysaccharide catabolic process","BP"
"GO:0051094",0.0133454861579922,0.989166453033305,222,1005,"positive regulation of developmental process","BP"
"GO:0030547",0.0133660437349486,0.998309311858652,5,8,"receptor inhibitor activity","MF"
"GO:0016032",0.0134031141419626,0.991222566733552,57,214,"viral process","BP"
"GO:0016018",0.0134036826213532,1,3,3,"cyclosporin A binding","MF"
"GO:1902745",0.0134761755710307,0.995865403115824,10,25,"positive regulation of lamellipodium organization","BP"
"GO:0042803",0.0135925838040262,0.989469540656451,148,631,"protein homodimerization activity","MF"
"GO:0009119",0.0137270051027411,0.990712326200437,67,241,"ribonucleoside metabolic process","BP"
"GO:0003205",0.0137630643783491,0.99197420214185,36,132,"cardiac chamber development","BP"
"GO:0051607",0.0137997637482131,0.990880527702381,59,221,"defense response to virus","BP"
"GO:0048733",0.0138179967275396,0.998034522584788,5,9,"sebaceous gland development","BP"
"GO:0009156",0.0138728031158711,0.993461104373696,21,61,"ribonucleoside monophosphate biosynthetic process","BP"
"GO:1901575",0.0139309583504107,0.988402213414991,289,1301,"organic substance catabolic process","BP"
"GO:0010952",0.0139864131106045,0.992029771295666,34,115,"positive regulation of peptidase activity","BP"
"GO:0042393",0.0140035502465515,0.99136155401839,45,155,"histone binding","MF"
"GO:0048732",0.0140035966632765,0.990114931811296,80,329,"gland development","BP"
"GO:0009892",0.0140206205946206,0.987952920098936,438,2025,"negative regulation of metabolic process","BP"
"GO:0010501",0.0140818374705971,0.994484554154469,14,41,"RNA secondary structure unwinding","BP"
"GO:0045576",0.0141482335871919,0.993750554079455,18,52,"mast cell activation","BP"
"GO:1902743",0.0141524758126695,0.994730289800822,13,36,"regulation of lamellipodium organization","BP"
"GO:0001848",0.0141801134245337,0.996948390597547,7,14,"complement binding","MF"
"GO:0017128",0.0141833348372715,0.998738005076561,4,6,"phospholipid scramblase activity","MF"
"05222",0.0141903697181546,0.992791327040289,24,81,"Small cell lung cancer","KEGG"
"GO:0042255",0.0142536505374669,0.993581321878905,20,50,"ribosome assembly","BP"
"GO:0006183",0.0143377249932803,0.998460829202969,5,7,"GTP biosynthetic process","BP"
"GO:0006241",0.0143377249932803,0.998460829202969,5,7,"CTP biosynthetic process","BP"
"GO:0046036",0.0143377249932803,0.998460829202969,5,7,"CTP metabolic process","BP"
"GO:0001667",0.0143541344179859,0.990170740368274,68,273,"ameboidal-type cell migration","BP"
"GO:0043923",0.0143882734500409,0.997309054781339,6,12,"positive regulation by host of viral transcription","BP"
"GO:0035925",0.0144156638092144,0.997925954383819,5,9,"mRNA 3'-UTR AU-rich region binding","MF"
"GO:0050714",0.0144389755430383,0.990873938674312,48,179,"positive regulation of protein secretion","BP"
"GO:0055114",0.0144580332188696,0.988612429955651,168,696,"oxidation-reduction process","BP"
"GO:0000289",0.0144911344155088,0.99675864449521,7,15,"nuclear-transcribed mRNA poly(A) tail shortening","BP"
"04540",0.0144999806920395,0.992871816455785,22,73,"Gap junction","KEGG"
"GO:0009218",0.014509540089399,0.99699453063644,7,13,"pyrimidine ribonucleotide metabolic process","BP"
"GO:0072527",0.0145335710924655,0.993988123440536,16,43,"pyrimidine-containing compound metabolic process","BP"
"GO:0072331",0.0145476466722492,0.991837584644534,32,108,"signal transduction by p53 class mediator","BP"
"GO:0042451",0.0145628836995603,0.992479382969988,26,78,"purine nucleoside biosynthetic process","BP"
"GO:0046129",0.0145628836995603,0.992479382969988,26,78,"purine ribonucleoside biosynthetic process","BP"
"GO:0010557",0.0145809168950736,0.987817495305682,296,1359,"positive regulation of macromolecule biosynthetic process","BP"
"GO:0010815",0.0146485854797872,0.998683038385688,4,6,"bradykinin catabolic process","BP"
"GO:0032011",0.0148097476127915,0.996671991016737,7,15,"ARF protein signal transduction","BP"
"GO:0032012",0.0148097476127915,0.996671991016737,7,15,"regulation of ARF protein signal transduction","BP"
"GO:1902624",0.0148159796964604,0.995733888776636,9,22,"positive regulation of neutrophil migration","BP"
"GO:0045652",0.0148934713384338,0.995019565916433,13,25,"regulation of megakaryocyte differentiation","BP"
"GO:0045766",0.014899431532223,0.991871424837197,29,99,"positive regulation of angiogenesis","BP"
"GO:0051447",0.0149904577302225,0.997169035352702,6,12,"negative regulation of meiotic cell cycle","BP"
"GO:0005086",0.015021051764969,0.995664156676284,9,22,"ARF guanyl-nucleotide exchange factor activity","MF"
"GO:0006541",0.0150449139722965,0.995656030639428,9,22,"glutamine metabolic process","BP"
"GO:0043619",0.0150759245959532,0.997804505130176,5,9,"regulation of transcription from RNA polymerase II promoter in response to oxidative stress","BP"
"GO:0005516",0.0151718755326282,0.990794243146451,40,153,"calmodulin binding","MF"
"GO:0051336",0.0152789353934012,0.987910443033155,170,735,"regulation of hydrolase activity","BP"
"GO:0032552",0.0153504920736217,0.997983057159946,5,8,"deoxyribonucleotide binding","MF"
"GO:0006213",0.0153532701901262,0.995383383073493,10,22,"pyrimidine nucleoside metabolic process","BP"
"GO:0005975",0.015391405747612,0.988279060723546,125,538,"carbohydrate metabolic process","BP"
"GO:0045765",0.015415891621949,0.990366402116762,45,168,"regulation of angiogenesis","BP"
"GO:0006366",0.0154458570679986,0.987003582125209,317,1462,"transcription from RNA polymerase II promoter","BP"
"GO:0051851",0.015519393420639,0.993468544639031,16,45,"modification by host of symbiont morphology or physiology","BP"
"GO:0044183",0.0156033354227103,0.997182096324854,6,11,"protein binding involved in protein folding","MF"
"GO:0090407",0.015808945514583,0.988516381713465,92,371,"organophosphate biosynthetic process","BP"
"GO:0003824",0.0158410794399687,0.985841174796876,941,4509,"catalytic activity","MF"
"GO:0055024",0.0158702476237516,0.993009092391303,17,52,"regulation of cardiac muscle tissue development","BP"
"GO:0043531",0.0159367303997842,0.994200582743445,12,34,"ADP binding","MF"
"GO:0019103",0.0159400717277059,0.99710640015218,6,11,"pyrimidine nucleotide binding","MF"
"GO:0046128",0.0160335424584145,0.98919531512729,63,226,"purine ribonucleoside metabolic process","BP"
"GO:0046134",0.0161009451001647,0.996588219327292,7,13,"pyrimidine nucleoside biosynthetic process","BP"
"GO:0071478",0.0161752293806388,0.990888069558849,31,110,"cellular response to radiation","BP"
"04630",0.0162396189763788,0.991142573217298,28,99,"Jak-STAT signaling pathway","KEGG"
"GO:0005080",0.0162829938864757,0.993238269599756,15,45,"protein kinase C binding","MF"
"GO:0072332",0.0163148030821108,0.991941604219673,22,69,"intrinsic apoptotic signaling pathway by p53 class mediator","BP"
"GO:0051287",0.0164179378631483,0.992761026489612,17,51,"NAD binding","MF"
"GO:0046633",0.0166797022593547,0.99433935361332,11,28,"alpha-beta T cell proliferation","BP"
"GO:0046622",0.0166876920200117,0.993639283417081,13,36,"positive regulation of organ growth","BP"
"GO:0051726",0.016753883419562,0.986694765794541,170,749,"regulation of cell cycle","BP"
"GO:1901838",0.0167695691763098,0.998425042465375,4,6,"positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter","BP"
"GO:0006879",0.0168188105027925,0.994284564198886,11,28,"cellular iron ion homeostasis","BP"
"GO:0030168",0.0168389049464461,0.991315031322427,24,80,"platelet activation","BP"
"GO:0003924",0.0168439242127018,0.989465212670471,44,165,"GTPase activity","MF"
"GO:0034513",0.016851385650775,1,3,3,"box H/ACA snoRNA binding","MF"
"GO:0009059",0.0169990400469539,0.98490198806297,766,3615,"macromolecule biosynthetic process","BP"
"GO:0009145",0.017047824531221,0.992416069745743,18,48,"purine nucleoside triphosphate biosynthetic process","BP"
"GO:0035924",0.0170520323318376,0.993772008980834,12,33,"cellular response to vascular endothelial growth factor stimulus","BP"
"00280",0.0171126033366595,0.992875953311685,15,44,"Valine, leucine and isoleucine degradation","KEGG"
"04930",0.0171943908440548,0.993050937355097,14,42,"Type II diabetes mellitus","KEGG"
"GO:0043558",0.017197135781719,0.995465142507472,8,18,"regulation of translational initiation in response to stress","BP"
"GO:2000725",0.0172010246041456,0.994441848990717,10,26,"regulation of cardiac muscle cell differentiation","BP"
"GO:0003298",0.0172832068275043,0.994883076856789,9,22,"physiological muscle hypertrophy","BP"
"GO:0003301",0.0172832068275043,0.994883076856789,9,22,"physiological cardiac muscle hypertrophy","BP"
"GO:0061049",0.0172832068275043,0.994883076856789,9,22,"cell growth involved in cardiac muscle cell development","BP"
"GO:0060045",0.0173311580982177,0.995971644111039,7,15,"positive regulation of cardiac muscle cell proliferation","BP"
"GO:0032092",0.0173437575995645,0.991301298350437,22,74,"positive regulation of protein binding","BP"
"GO:0001771",0.0174095467571342,0.996592444410491,6,12,"immunological synapse formation","BP"
"GO:0002883",0.0174309504237567,0.99676634451925,6,11,"regulation of hypersensitivity","BP"
"GO:0043467",0.017481936913835,0.990977539151586,24,78,"regulation of generation of precursor metabolites and energy","BP"
"GO:0043129",0.0174984988187621,0.997345960162821,5,9,"surfactant homeostasis","BP"
"GO:1990542",0.0175063164785184,0.993278869691921,14,33,"mitochondrial transmembrane transport","BP"
"GO:0009116",0.0176568323165207,0.987805926231425,69,252,"nucleoside metabolic process","BP"
"GO:0045935",0.0177544914478185,0.985064469242657,302,1400,"positive regulation of nucleobase-containing compound metabolic process","BP"
"GO:0042554",0.0177566219633981,0.994886616293345,9,20,"superoxide anion generation","BP"
"GO:0002885",0.0177784310713527,0.997566708859732,5,8,"positive regulation of hypersensitivity","BP"
"GO:0006357",0.0178096829169284,0.985005331662442,305,1413,"regulation of transcription from RNA polymerase II promoter","BP"
"GO:0002279",0.0178765152330234,0.992876611038626,14,38,"mast cell activation involved in immune response","BP"
"GO:0043303",0.0178765152330234,0.992876611038626,14,38,"mast cell degranulation","BP"
"GO:0050792",0.0178861942300855,0.989242272218682,38,133,"regulation of viral process","BP"
"GO:0008217",0.018057134004233,0.989532907548924,33,118,"regulation of blood pressure","BP"
"GO:0001013",0.0182051397441171,0.99720855394071,5,9,"RNA polymerase I regulatory region DNA binding","MF"
"04672",0.0182416198179626,0.993422355440159,12,30,"Intestinal immune network for IgA production","KEGG"
"GO:0046427",0.0182554191568356,0.992125862723883,16,46,"positive regulation of JAK-STAT cascade","BP"
"GO:1904894",0.0182554191568356,0.992125862723883,16,46,"positive regulation of STAT cascade","BP"
"GO:0042535",0.0182631516693284,0.997197202932712,5,9,"positive regulation of tumor necrosis factor biosynthetic process","BP"
"GO:0044260",0.0182966070583006,0.983497165536964,1259,6063,"cellular macromolecule metabolic process","BP"
"GO:0031100",0.0183134669146827,0.995013090173598,8,19,"organ regeneration","BP"
"GO:0034599",0.0183146220157227,0.988414208773943,45,169,"cellular response to oxidative stress","BP"
"GO:0009067",0.0183941104653047,0.995669031837035,7,15,"aspartate family amino acid biosynthetic process","BP"
"GO:2000107",0.0183995546960668,0.992055745298473,16,46,"negative regulation of leukocyte apoptotic process","BP"
"GO:0035265",0.0184016508764058,0.989100212857212,35,130,"organ growth","BP"
"GO:0045740",0.0184472779329334,0.99054014420233,23,77,"positive regulation of DNA replication","BP"
"GO:0045944",0.0185669658762521,0.985033508406486,188,846,"positive regulation of transcription from RNA polymerase II promoter","BP"
"GO:0030595",0.0185730252140845,0.989059582223253,35,121,"leukocyte chemotaxis","BP"
"GO:0042455",0.0188367484256964,0.989721052788627,28,88,"ribonucleoside biosynthetic process","BP"
"GO:0042415",0.0189355458112652,0.996217766236557,6,12,"norepinephrine metabolic process","BP"
"GO:0097202",0.018953136667306,0.990490762830602,22,69,"activation of cysteine-type endopeptidase activity","BP"
"GO:1901616",0.0189824482736611,0.992587667903688,13,37,"organic hydroxy compound catabolic process","BP"
"GO:0031579",0.0190048659988767,0.995493281571589,7,15,"membrane raft organization","BP"
"GO:0035246",0.0190557332358747,0.99813407507741,4,6,"peptidyl-arginine N-methylation","BP"
"GO:0008190",0.0190610259166318,0.997040016981492,5,9,"eukaryotic initiation factor 4E binding","MF"
"GO:0097421",0.0190664405835021,0.997038943516969,5,9,"liver regeneration","BP"
"GO:0031124",0.0190895414812247,0.991375182329983,17,53,"mRNA 3'-end processing","BP"
"GO:0003206",0.0191094466887957,0.989841446282803,25,86,"cardiac chamber morphogenesis","BP"
"GO:0071363",0.0191243261140286,0.985923953399194,93,398,"cellular response to growth factor stimulus","BP"
"GO:0008286",0.0191316492161019,0.989952392375292,24,84,"insulin receptor signaling pathway","BP"
"GO:0010421",0.0192182537007185,0.996147468764674,6,12,"hydrogen peroxide-mediated programmed cell death","BP"
"GO:0097468",0.0192182537007185,0.996147468764674,6,12,"programmed cell death in response to reactive oxygen species","BP"
"GO:0036481",0.0192194842805505,0.99811274544084,4,6,"intrinsic apoptotic signaling pathway in response to hydrogen peroxide","BP"
"GO:0046635",0.0192430137110627,0.991553826341695,16,49,"positive regulation of alpha-beta T cell activation","BP"
"GO:0040017",0.0193254900988495,0.985908481709152,88,367,"positive regulation of locomotion","BP"
"GO:0009127",0.0194899589991471,0.99063045479103,20,59,"purine nucleoside monophosphate biosynthetic process","BP"
"GO:0009168",0.0194899589991471,0.99063045479103,20,59,"purine ribonucleoside monophosphate biosynthetic process","BP"
"GO:0007338",0.0195110517124329,0.990162175112281,22,70,"single fertilization","BP"
"GO:1904018",0.0195911708331589,0.988792289638012,31,109,"positive regulation of vasculature development","BP"
"GO:0031324",0.0196025701124896,0.983139722681705,397,1844,"negative regulation of cellular metabolic process","BP"
"GO:0045978",0.0196445076168403,0.994680885975502,8,18,"negative regulation of nucleoside metabolic process","BP"
"GO:1903579",0.0196445076168403,0.994680885975502,8,18,"negative regulation of ATP metabolic process","BP"
"GO:1903900",0.0196503141415794,0.988363694221964,35,122,"regulation of viral life cycle","BP"
"GO:1901652",0.0197213362998302,0.9867272259643,57,229,"response to peptide","BP"
"GO:0006520",0.01973636139279,0.986539350395656,61,243,"cellular amino acid metabolic process","BP"
"GO:0003208",0.0197777228238359,0.991574922163024,15,45,"cardiac ventricle morphogenesis","BP"
"GO:0009124",0.019778697620071,0.990071875256144,22,67,"nucleoside monophosphate biosynthetic process","BP"
"GO:0032963",0.0198270873755647,0.9907798393704,18,56,"collagen metabolic process","BP"
"GO:0035613",0.0198701197749546,0.996878621730688,5,9,"RNA stem-loop binding","MF"
"GO:0036474",0.0200445174486343,0.993902194742513,9,22,"cell death in response to hydrogen peroxide","BP"
"GO:0001818",0.0200775987135909,0.987354007243421,43,162,"negative regulation of cytokine production","BP"
"GO:0035035",0.0202029887827767,0.993225890624069,10,27,"histone acetyltransferase binding","MF"
"GO:1903034",0.020246742261853,0.98559496302845,76,302,"regulation of response to wounding","BP"
"GO:0003712",0.0202529614752432,0.985254634705788,86,358,"transcription cofactor activity","MF"
"GO:0009201",0.0202851019007782,0.990748739249672,18,49,"ribonucleoside triphosphate biosynthetic process","BP"
"GO:0060742",0.0203092196142892,0.995873681837662,6,12,"epithelial cell differentiation involved in prostate gland development","BP"
"GO:0048146",0.020310519348486,0.990503513987679,18,57,"positive regulation of fibroblast proliferation","BP"
"GO:0034236",0.0203561406615921,0.995691035584274,6,13,"protein kinase A catalytic subunit binding","MF"
"GO:0051591",0.0203600838689182,0.990999117814331,16,49,"response to cAMP","BP"
"GO:0009636",0.0204087135064364,0.987824122109007,36,121,"response to toxic substance","BP"
"GO:0007264",0.0204860120001276,0.984751555154208,98,420,"small GTPase mediated signal transduction","BP"
"GO:1901657",0.020640483793912,0.985536372636063,71,262,"glycosyl compound metabolic process","BP"
"GO:0090022",0.0207240597543656,0.993572941047049,9,23,"regulation of neutrophil chemotaxis","BP"
"GO:0050798",0.020745018317312,0.992144468454982,12,34,"activated T cell proliferation","BP"
"GO:0061687",0.0207958805094071,0.998569599128561,4,5,"detoxification of inorganic compound","BP"
"GO:0098792",0.0209219889332756,0.988427233102697,28,91,"xenophagy","BP"
"GO:0051241",0.0210714950019495,0.982962547276738,187,826,"negative regulation of multicellular organismal process","BP"
"GO:0010942",0.0211823172763087,0.983776996594649,119,505,"positive regulation of cell death","BP"
"GO:0071480",0.0212981334497491,0.994680996585518,7,16,"cellular response to gamma radiation","BP"
"GO:0046364",0.0213393277097648,0.989963618127413,18,57,"monosaccharide biosynthetic process","BP"
"GO:2000516",0.0213980341450826,0.993889305820305,8,20,"positive regulation of CD4-positive, alpha-beta T cell activation","BP"
"GO:0090287",0.0214369051152375,0.98603511244048,48,190,"regulation of cellular response to growth factor stimulus","BP"
"GO:0032984",0.0214418680286197,0.986953335514417,37,137,"macromolecular complex disassembly","BP"
"GO:0003828",0.0214860805415973,0.998854057378053,3,4,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity","MF"
"GO:0008131",0.0214860805415973,0.998854057378053,3,4,"primary amine oxidase activity","MF"
"GO:0042908",0.0214860805415973,0.998854057378053,3,4,"xenobiotic transport","BP"
"GO:0046976",0.0214860805415973,0.998854057378053,3,4,"histone methyltransferase activity (H3-K27 specific)","MF"
"GO:1903753",0.0214860805415973,0.998854057378053,3,4,"negative regulation of p38MAPK cascade","BP"
"GO:2000138",0.0214860805415973,0.998854057378053,3,4,"positive regulation of cell proliferation involved in heart morphogenesis","BP"
"GO:0060589",0.0215653965765487,0.985242534099863,60,245,"nucleoside-triphosphatase regulator activity","MF"
"GO:0032069",0.0215769344153069,0.994738842577411,7,15,"regulation of nuclease activity","BP"
"GO:0090151",0.0215800330674868,0.99608134866023,6,10,"establishment of protein localization to mitochondrial membrane","BP"
"GO:0043367",0.0217053433061079,0.990294877117238,16,50,"CD4-positive, alpha-beta T cell differentiation","BP"
"GO:1901698",0.0217343948480034,0.983395514887995,115,502,"response to nitrogen compound","BP"
"GO:1902175",0.0218812359153488,0.993234396747751,9,22,"regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","BP"
"GO:0045807",0.0218889380139795,0.987451956005884,30,108,"positive regulation of endocytosis","BP"
"GO:0007010",0.0218994542732074,0.982102505590886,204,928,"cytoskeleton organization","BP"
"GO:0002448",0.0220847268052219,0.990887897651862,14,39,"mast cell mediated immunity","BP"
"GO:0002707",0.0221677948012604,0.991988476450197,11,30,"negative regulation of lymphocyte mediated immunity","BP"
"GO:1900408",0.0223108270457671,0.991992568428468,11,29,"negative regulation of cellular response to oxidative stress","BP"
"GO:1902883",0.0223108270457671,0.991992568428468,11,29,"negative regulation of response to oxidative stress","BP"
"GO:0050664",0.0223611877729483,0.996369574881294,5,9,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor","MF"
"GO:0015057",0.0223635889687602,0.998787557626929,3,4,"thrombin receptor activity","MF"
"GO:0051852",0.0224493120616446,0.996717820676901,5,8,"disruption by host of symbiont cells","BP"
"GO:0051873",0.0224493120616446,0.996717820676901,5,8,"killing by host of symbiont cells","BP"
"GO:1904951",0.0225161129336605,0.983152620808956,99,418,"positive regulation of establishment of protein localization","BP"
"GO:0043167",0.0225438733841023,0.979750233378442,912,4449,"ion binding","MF"
"GO:0060421",0.0225815681052538,0.992354627866715,10,26,"positive regulation of heart growth","BP"
"GO:0015980",0.022638996742913,0.98520888695222,49,179,"energy derivation by oxidation of organic compounds","BP"
"GO:0090666",0.0226552050077834,0.998765204689775,3,4,"scaRNA localization to Cajal body","BP"
"00360",0.0228242586370167,0.995227911576564,6,12,"Phenylalanine metabolism","KEGG"
"GO:0008201",0.0229030443663079,0.986991959483023,29,101,"heparin binding","MF"
"GO:0051818",0.0229558765266814,0.995441894811441,6,11,"disruption of cells of other organism involved in symbiotic interaction","BP"
"GO:0051883",0.0229558765266814,0.995441894811441,6,11,"killing of cells in other organism involved in symbiotic interaction","BP"
"GO:0045471",0.0229768923650872,0.9903760980093,14,41,"response to ethanol","BP"
"GO:0003214",0.0230338702918167,0.996229084969617,5,9,"cardiac left ventricle morphogenesis","BP"
"GO:0002700",0.0230341644371176,0.987742143970975,24,80,"regulation of production of molecular mediator of immune response","BP"
"GO:0001835",0.0231213508080967,0.998729213948516,3,4,"blastocyst hatching","BP"
"GO:0035188",0.0231213508080967,0.998729213948516,3,4,"hatching","BP"
"GO:0071684",0.0231213508080967,0.998729213948516,3,4,"organism emergence from protective structure","BP"
"GO:0001221",0.0231659288032342,0.99258159667458,9,24,"transcription cofactor binding","MF"
"GO:0031123",0.0232670872717645,0.987780409515129,23,77,"RNA 3'-end processing","BP"
"GO:0003272",0.0234099544912278,0.995074718435502,6,12,"endocardial cushion formation","BP"
"GO:0008143",0.0234603081790162,0.994859524532386,6,13,"poly(A) binding","MF"
"GO:0044259",0.0235035343522774,0.988816870738996,18,57,"multicellular organismal macromolecule metabolic process","BP"
"GO:0045987",0.0235633249219885,0.992430509657069,9,24,"positive regulation of smooth muscle contraction","BP"
"GO:0046685",0.0236787464413563,0.993947143937652,7,16,"response to arsenic-containing substance","BP"
"GO:0031638",0.0236927556511128,0.987186469893863,25,83,"zymogen activation","BP"
"GO:0005391",0.023736444380493,0.995796003595728,5,10,"sodium:potassium-exchanging ATPase activity","MF"
"GO:0008556",0.023736444380493,0.995796003595728,5,10,"potassium-transporting ATPase activity","MF"
"GO:0042493",0.023807591107864,0.984786925592828,43,167,"response to drug","BP"
